Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),"	24h Low (USD)",Adj Close,Volume
USD,9/29/2016,605.692993,605.018982,606.823975,604.848022,605.692993,55658600
USD,9/30/2016,609.734985,605.715027,609.734985,604.142029,609.734985,56122400
USD,10/1/2016,613.982971,609.929016,615.237,609.929016,613.982971,56357000
USD,10/2/2016,610.892029,613.947998,614.005005,609.682007,610.892029,39249800
USD,10/3/2016,612.132996,610.968018,612.567993,610.455017,612.132996,46798300
USD,10/4/2016,610.203979,612.052002,612.054016,609.479004,610.203979,49801600
USD,10/5/2016,612.510986,610.218018,613.814026,609.617004,612.510986,68077504
USD,10/6/2016,613.020996,612.469971,613.81897,611.468994,613.020996,56812100
USD,10/7/2016,617.120972,612.607971,617.911987,611.820984,617.120972,64071400
USD,10/8/2016,619.107971,617.341003,619.848999,617.341003,619.107971,42345900
USD,10/9/2016,616.752014,619.171997,619.197998,616.606995,616.752014,39243400
USD,10/10/2016,618.994019,616.822021,621.317993,616.197021,618.994019,67481104
USD,10/11/2016,641.072021,619.237976,642.080017,618.5,641.072021,103590000
USD,10/12/2016,636.192017,640.870972,641.336975,635.965027,636.192017,92370200
USD,10/13/2016,636.786011,636.030029,638.833008,635.028992,636.786011,61620700
USD,10/14/2016,640.377991,637.007996,641.284973,637.007996,640.377991,58144600
USD,10/15/2016,638.645996,640.310974,642.10199,637.390015,638.645996,39035400
USD,10/16/2016,641.630981,639.083008,642.89801,638.901001,641.630981,40298100
USD,10/17/2016,639.192993,641.817993,642.328003,638.663025,639.192993,58063600
USD,10/18/2016,637.960022,639.411011,640.736023,635.995972,637.960022,65546700
USD,10/19/2016,630.52002,638.133972,638.874023,628.013,630.52002,69381696
USD,10/20/2016,630.856995,630.663025,631.916992,628.257996,630.856995,56957300
USD,10/21/2016,632.828003,630.825012,634.093994,630.69397,632.828003,55951000
USD,10/22/2016,657.294006,633.135986,658.197021,632.849976,657.294006,78556496
USD,10/23/2016,657.070984,657.620972,661.129028,653.885986,657.070984,54474600
USD,10/24/2016,653.760986,657.161011,657.252014,652.594971,653.760986,62218200
USD,10/25/2016,657.588013,654.002014,664.424011,653.697998,657.588013,90378800
USD,10/26/2016,678.304016,657.677979,679.728027,657.677979,678.304016,88877104
USD,10/27/2016,688.312988,678.213989,688.593994,678.039978,688.312988,96105296
USD,10/28/2016,689.651001,688,690.44397,684.161987,689.651001,81145504
USD,10/29/2016,714.479004,690.289001,720.401978,690.052002,714.479004,134760992
USD,10/30/2016,701.864014,714.117981,714.117981,696.474976,701.864014,100665000
USD,10/31/2016,700.971985,702.640015,709.289001,691.682007,700.971985,97064400
USD,11/1/2016,729.79303,701.336975,736.452026,701.336975,729.79303,130527000
USD,11/2/2016,740.828979,730.065979,740.828979,722.348999,740.828979,84865200
USD,11/3/2016,688.700012,742.346008,745.77301,678.156006,688.700012,172808000
USD,11/4/2016,703.234985,689.124023,706.929993,685.562988,703.234985,99907696
USD,11/5/2016,703.41803,703.525024,707.51001,697.739014,703.41803,53752300
USD,11/6/2016,711.521973,703.812012,714.257996,699.559998,711.521973,59902200
USD,11/7/2016,703.130981,710.736023,710.736023,699.903015,703.130981,65047100
USD,11/8/2016,709.848022,703.088989,712.987,702.390015,709.848022,79660800
USD,11/9/2016,723.27301,709.825012,740.046021,708.609985,723.27301,132429000
USD,11/10/2016,715.533997,722.843994,723.018005,711.210022,715.533997,68807800
USD,11/11/2016,716.411011,715.554993,718.317993,714.409973,716.411011,63119700
USD,11/12/2016,705.054016,716.752014,717.14801,704.034973,705.054016,64622500
USD,11/13/2016,702.031006,705.195984,705.257019,687.315002,702.031006,80318096
USD,11/14/2016,705.020996,701.997009,706.283997,699.807983,705.020996,62993000
USD,11/15/2016,711.619019,705.794006,715.718018,705.26001,711.619019,72038496
USD,11/16/2016,744.197998,711.166992,747.61499,709.039001,744.197998,141294000
USD,11/17/2016,740.97699,744.875977,755.64502,739.510986,740.97699,108579000
USD,11/18/2016,751.585022,740.705017,752.882019,736.890015,751.585022,87363104
USD,11/19/2016,751.616028,751.833008,756.237,744.46698,751.616028,110608000
USD,11/20/2016,731.026001,751.879028,755.47998,717.94397,731.026001,154116000
USD,11/21/2016,739.247986,731.265015,741.721985,730.51001,739.247986,60802400
USD,11/22/2016,751.346985,739.643005,753.869995,736.526978,751.346985,129906000
USD,11/23/2016,744.593994,751.741028,752.25,738.924011,744.593994,76543800
USD,11/24/2016,740.289001,744.619995,746.83197,733.48999,740.289001,85919296
USD,11/25/2016,741.648987,740.442017,741.648987,734.591003,741.648987,67807600
USD,11/26/2016,735.382019,741.510986,742.213989,729.625,735.382019,54962700
USD,11/27/2016,732.034973,735.437012,739.018005,731.085022,732.034973,52601800
USD,11/28/2016,735.812988,732.484009,738.005981,732.484009,735.812988,61888600
USD,11/29/2016,735.604004,736.328979,737.471008,734.559021,735.604004,68511104
USD,11/30/2016,745.690979,736.283997,747.929016,736.265015,745.690979,84070800
USD,12/1/2016,756.773987,746.046021,758.275024,746.046021,756.773987,80461904
USD,12/2/2016,777.94397,757.544983,781.296021,757.544983,777.94397,127605000
USD,12/3/2016,771.155029,778.247986,778.247986,764.856018,771.155029,69547296
USD,12/4/2016,773.872009,771.638,773.872009,768.161011,773.872009,60557900
USD,12/5/2016,758.700012,773.393982,773.468018,751.713013,758.700012,106363000
USD,12/6/2016,764.223999,758.719971,765.622009,758.719971,764.223999,116218000
USD,12/7/2016,768.132019,764.210999,771.54303,759.75,768.132019,96426096
USD,12/8/2016,770.809998,768.075989,774.697998,765.945984,770.809998,80111904
USD,12/9/2016,772.794006,769.94397,774.528015,769.648987,772.794006,68705296
USD,12/10/2016,774.650024,773.02301,777.09198,772.909973,774.650024,53843100
USD,12/11/2016,769.731018,774.752014,774.797974,765.411987,769.731018,57313400
USD,12/12/2016,780.086975,770.039978,781.921997,770.039978,780.086975,76571000
USD,12/13/2016,780.55603,780.646973,788.460022,777.961975,780.55603,81645600
USD,12/14/2016,781.481018,780.005005,782.033997,776.838989,781.481018,75979000
USD,12/15/2016,778.088013,780.070007,781.434998,777.802002,778.088013,81580096
USD,12/16/2016,784.906982,778.963013,785.031982,778.963013,784.906982,83608200
USD,12/17/2016,790.828979,785.166016,792.508972,784.864014,790.828979,78989800
USD,12/18/2016,790.530029,791.007996,794.737,788.026001,790.530029,60524400
USD,12/19/2016,792.713989,790.692017,793.611023,790.320007,792.713989,74886400
USD,12/20/2016,800.875977,792.247009,801.336975,791.497009,800.875977,99629296
USD,12/21/2016,834.281006,800.643982,834.281006,799.405029,834.281006,155576000
USD,12/22/2016,864.539978,834.179993,875.781982,834.148987,864.539978,200027008
USD,12/23/2016,921.984009,864.888,925.117004,864.677002,921.984009,275564000
USD,12/24/2016,898.822021,922.179993,923.479004,886.335022,898.822021,137727008
USD,12/25/2016,896.182983,899.651978,899.651978,862.424011,896.182983,143664992
USD,12/26/2016,907.609985,896.905029,913.184021,896.89801,907.609985,123771000
USD,12/27/2016,933.197998,908.354004,940.047974,904.255005,933.197998,167308000
USD,12/28/2016,975.921021,934.830994,975.921021,934.830994,975.921021,236630000
USD,12/29/2016,973.497009,975.125,979.396973,954.502991,973.497009,199320000
USD,12/30/2016,961.237976,972.534973,972.534973,934.833008,961.237976,187474000
USD,12/31/2016,963.742981,960.627014,963.742981,947.236023,963.742981,99135104
USD,1/1/2017,998.325012,963.65802,1003.080017,958.698975,998.325012,147775008
USD,1/2/2017,1021.75,998.617004,1031.390015,996.702026,1021.75,222184992
USD,1/3/2017,1043.839966,1021.599976,1044.079956,1021.599976,1043.839966,185168000
USD,1/4/2017,1154.72998,1044.400024,1159.420044,1044.400024,1154.72998,344945984
USD,1/5/2017,1013.380005,1156.72998,1191.099976,910.416992,1013.380005,510199008
USD,1/6/2017,902.200989,1014.23999,1046.810059,883.94397,902.200989,351876000
USD,1/7/2017,908.585022,903.487,908.585022,823.55603,908.585022,279550016
USD,1/8/2017,911.198975,908.174988,942.723999,887.249023,911.198975,158715008
USD,1/9/2017,902.828003,913.244019,913.685974,879.807007,902.828003,141876992
USD,1/10/2017,907.679016,902.440002,914.872986,901.059998,907.679016,115808000
USD,1/11/2017,777.757019,908.11499,919.447998,762.765015,777.757019,310928992
USD,1/12/2017,804.833984,775.177979,826.245972,755.755981,804.833984,222326000
USD,1/13/2017,823.984009,803.737,829.000977,780.002991,823.984009,168968000
USD,1/14/2017,818.411987,825.142029,835.085022,812.455994,818.411987,93063296
USD,1/15/2017,821.797974,818.142029,823.307007,812.870972,821.797974,71013600
USD,1/16/2017,831.533997,821.78302,834.530029,820.270996,831.533997,82755200
USD,1/17/2017,907.937988,830.945984,910.560974,830.796021,907.937988,155095008
USD,1/18/2017,886.617981,909.372986,917.499023,858.304016,886.617981,225676992
USD,1/19/2017,899.072998,888.335022,904.614014,884.338013,899.072998,105625000
USD,1/20/2017,895.026001,898.171997,899.39801,887.007996,895.026001,86728400
USD,1/21/2017,921.789001,895.549011,927.367004,895.534973,921.789001,111158000
USD,1/22/2017,924.672974,922.205017,937.525024,897.564026,924.672974,116573000
USD,1/23/2017,921.012024,925.499023,928.265991,916.737976,921.012024,73588600
USD,1/24/2017,892.687012,910.677002,924.14502,892.286011,892.687012,111349000
USD,1/25/2017,901.541992,891.924011,903.252014,891.687012,901.541992,120831000
USD,1/26/2017,917.585999,902.39502,919.325989,902.223999,917.585999,131958000
USD,1/27/2017,919.75,918.359009,923.223022,915.846008,919.75,125594000
USD,1/28/2017,921.590027,919.810974,923.911011,919.810974,921.590027,68979600
USD,1/29/2017,919.495972,922.067017,923.41803,919.14801,919.495972,60851700
USD,1/30/2017,920.382019,920.151001,923.047974,919.473999,920.382019,78227296
USD,1/31/2017,970.403015,920.958984,972.018982,920.958984,970.403015,164582000
USD,2/1/2017,989.02301,970.940979,989.114014,970.742004,989.02301,150110000
USD,2/2/2017,1011.799988,990.000977,1013.52002,983.221008,1011.799988,145820992
USD,2/3/2017,1029.910034,1011.460022,1033.869995,1008.789978,1029.910034,201278000
USD,2/4/2017,1042.900024,1031.329956,1045.900024,1015.159973,1042.900024,155064000
USD,2/5/2017,1027.339966,1043.52002,1043.630005,1022.369995,1027.339966,114208000
USD,2/6/2017,1038.150024,1028.400024,1044.640015,1028.160034,1038.150024,111762000
USD,2/7/2017,1061.349976,1040.140015,1061.930054,1040.140015,1061.349976,146007008
USD,2/8/2017,1063.069946,1062.319946,1078.969971,1037.48999,1063.069946,201855008
USD,2/9/2017,994.382996,1064.699951,1088.98999,953.343994,994.382996,407220000
USD,2/10/2017,988.674011,995.632019,998.905029,946.690979,988.674011,190452000
USD,2/11/2017,1004.450012,988.89801,1009.289978,982.830017,1004.450012,102261000
USD,2/12/2017,999.18103,1003.52002,1004.76001,996.921021,999.18103,67530000
USD,2/13/2017,990.642029,998.88501,1002.099976,976.002014,990.642029,100607000
USD,2/14/2017,1004.549988,991.734985,1011.51001,986.471008,1004.549988,137946000
USD,2/15/2017,1007.47998,1006.210022,1008.840027,1001.580017,1007.47998,89759400
USD,2/16/2017,1027.439941,1007.650024,1033.369995,1007.650024,1027.439941,122277000
USD,2/17/2017,1046.209961,1026.119995,1053.170044,1025.640015,1046.209961,136474000
USD,2/18/2017,1054.420044,1049.209961,1061.099976,1046.959961,1054.420044,99073504
USD,2/19/2017,1047.869995,1054.76001,1056.810059,1043.459961,1047.869995,77423296
USD,2/20/2017,1079.97998,1048.689941,1080.48999,1041.689941,1079.97998,109478000
USD,2/21/2017,1115.300049,1079.280029,1117.25,1076.930054,1115.300049,186868992
USD,2/22/2017,1117.439941,1114.800049,1125.390015,1100.550049,1117.439941,136100000
USD,2/23/2017,1166.719971,1117.27002,1176.619995,1116.959961,1166.719971,189454000
USD,2/24/2017,1173.680054,1172.709961,1200.390015,1131.959961,1173.680054,330759008
USD,2/25/2017,1143.839966,1170.410034,1174.849976,1124.589966,1143.839966,139960992
USD,2/26/2017,1165.199951,1144.27002,1167.469971,1130.199951,1165.199951,116486000
USD,2/27/2017,1179.969971,1163.780029,1181.97998,1163.380005,1179.969971,131570000
USD,2/28/2017,1179.969971,1180.719971,1193.25,1171.819946,1179.969971,184956000
USD,3/1/2017,1222.5,1180.040039,1222.5,1179.689941,1222.5,229056992
USD,3/2/2017,1251.01001,1224.680054,1262.130005,1215.619995,1251.01001,368275008
USD,3/3/2017,1274.98999,1250.709961,1280.310059,1250.709961,1274.98999,315739008
USD,3/4/2017,1255.150024,1277.430054,1279.400024,1230.51001,1255.150024,183270000
USD,3/5/2017,1267.119995,1254.290039,1267.290039,1238.060059,1267.119995,134127000
USD,3/6/2017,1272.829956,1267.469971,1276,1264.599976,1272.829956,153656992
USD,3/7/2017,1223.540039,1273.209961,1275.550049,1204.800049,1223.540039,291256000
USD,3/8/2017,1150,1223.22998,1232.160034,1148.079956,1150,332603008
USD,3/9/2017,1188.48999,1150.349976,1197.459961,1141.22998,1188.48999,212283008
USD,3/10/2017,1116.719971,1189.359985,1270.469971,1077.25,1116.719971,563795968
USD,3/11/2017,1175.829956,1116.319946,1193.829956,1116.319946,1175.829956,283320000
USD,3/12/2017,1221.380005,1176.619995,1226.97998,1175.359985,1221.380005,227176000
USD,3/13/2017,1231.920044,1221.780029,1237.369995,1217.030029,1231.920044,380276992
USD,3/14/2017,1240,1232.160034,1244.810059,1220.719971,1240,245306000
USD,3/15/2017,1249.609985,1240.160034,1251.609985,1239.75,1249.609985,297804992
USD,3/16/2017,1187.810059,1251.329956,1257.97998,1152.439941,1187.810059,638568000
USD,3/17/2017,1100.22998,1180.160034,1180.160034,1099.569946,1100.22998,706598976
USD,3/18/2017,973.817993,1099.689941,1114.069946,957.655029,973.817993,621302016
USD,3/19/2017,1036.73999,976.72998,1069.910034,976.72998,1036.73999,406648000
USD,3/20/2017,1054.22998,1037.23999,1063.030029,1036.680054,1054.22998,286529984
USD,3/21/2017,1120.540039,1055.359985,1122.430054,1055.359985,1120.540039,337391008
USD,3/22/2017,1049.140015,1120.650024,1120.650024,1014.210022,1049.140015,380840992
USD,3/23/2017,1038.589966,1050.050049,1058.01001,1028.930054,1038.589966,248540000
USD,3/24/2017,937.52002,1038.449951,1040.469971,934.357971,937.52002,491038016
USD,3/25/2017,972.778992,936.539978,975.760986,903.713013,972.778992,435803008
USD,3/26/2017,966.724976,974.015015,1007.960022,954.185974,966.724976,303668000
USD,3/27/2017,1045.77002,972.054993,1046.400024,971.984009,1045.77002,372535008
USD,3/28/2017,1047.150024,1044.579956,1064.650024,1027.72998,1047.150024,326332000
USD,3/29/2017,1039.969971,1046.079956,1055.130005,1015.880005,1039.969971,298457984
USD,3/30/2017,1026.430054,1042.209961,1049.290039,1020.039978,1026.430054,352968992
USD,3/31/2017,1071.790039,1026.640015,1074.920044,1026.640015,1071.790039,447287008
USD,4/1/2017,1080.5,1071.709961,1091.719971,1061.089966,1080.5,289633984
USD,4/2/2017,1102.170044,1080.609985,1107.589966,1075.449951,1102.170044,514187008
USD,4/3/2017,1143.810059,1102.949951,1151.73999,1102.949951,1143.810059,580444032
USD,4/4/2017,1133.25,1145.52002,1156.439941,1120.52002,1133.25,436310016
USD,4/5/2017,1124.780029,1134.140015,1135.089966,1113.630005,1124.780029,414784000
USD,4/6/2017,1182.680054,1125.810059,1188.369995,1125.810059,1182.680054,511222016
USD,4/7/2017,1176.900024,1178.939941,1186.579956,1163.390015,1176.900024,317022016
USD,4/8/2017,1175.949951,1172.650024,1184.97998,1162.579956,1175.949951,209312000
USD,4/9/2017,1187.869995,1176.569946,1197.209961,1171.859985,1187.869995,242343008
USD,4/10/2017,1187.130005,1187.300049,1190.339966,1179.040039,1187.130005,215883008
USD,4/11/2017,1205.01001,1187.459961,1208.069946,1187.459961,1205.01001,216182000
USD,4/12/2017,1200.369995,1204.810059,1207.140015,1196.76001,1200.369995,288702016
USD,4/13/2017,1169.280029,1201.02002,1205.890015,1156.439941,1169.280029,351968992
USD,4/14/2017,1167.540039,1170.329956,1190.800049,1159.790039,1167.540039,254827008
USD,4/15/2017,1172.52002,1167.300049,1188,1164.959961,1172.52002,203559008
USD,4/16/2017,1182.939941,1172.609985,1187.219971,1172.609985,1182.939941,183231008
USD,4/17/2017,1193.910034,1183.25,1194.900024,1172.650024,1193.910034,253206000
USD,4/18/2017,1211.670044,1193.77002,1217.569946,1193.77002,1211.670044,270524000
USD,4/19/2017,1210.290039,1212.130005,1215.51001,1205.079956,1210.290039,288060992
USD,4/20/2017,1229.079956,1211.079956,1240.790039,1208.410034,1229.079956,315108000
USD,4/21/2017,1222.050049,1229.420044,1235.939941,1215.560059,1222.050049,272167008
USD,4/22/2017,1231.709961,1222.709961,1235.560059,1208.469971,1231.709961,249320000
USD,4/23/2017,1207.209961,1231.920044,1232.199951,1203.939941,1207.209961,258951008
USD,4/24/2017,1250.150024,1209.630005,1250.939941,1209.630005,1250.150024,235806000
USD,4/25/2017,1265.48999,1250.449951,1267.579956,1249.969971,1265.48999,242556000
USD,4/26/2017,1281.079956,1265.98999,1294.829956,1265.930054,1281.079956,329631008
USD,4/27/2017,1317.72998,1281.880005,1319.699951,1281.300049,1317.72998,449196992
USD,4/28/2017,1316.47998,1317.73999,1331.280029,1292.369995,1316.47998,527488992
USD,4/29/2017,1321.790039,1317.839966,1327.199951,1315.209961,1321.790039,422705984
USD,4/30/2017,1347.890015,1321.869995,1347.910034,1314.920044,1347.890015,413115008
USD,5/1/2017,1421.599976,1348.300049,1434.319946,1348.300049,1421.599976,713624000
USD,5/2/2017,1452.819946,1421.030029,1473.900024,1415.689941,1452.819946,477337984
USD,5/3/2017,1490.089966,1453.780029,1492.77002,1447.48999,1490.089966,583795968
USD,5/4/2017,1537.670044,1490.719971,1608.910034,1490.719971,1537.670044,933548992
USD,5/5/2017,1555.449951,1540.869995,1618.030029,1530.310059,1555.449951,946035968
USD,5/6/2017,1578.800049,1556.810059,1578.800049,1542.5,1578.800049,582529984
USD,5/7/2017,1596.709961,1579.469971,1596.719971,1559.76001,1596.709961,1080029952
USD,5/8/2017,1723.349976,1596.920044,1723.349976,1596.920044,1723.349976,1340320000
USD,5/9/2017,1755.359985,1723.890015,1833.48999,1716.300049,1755.359985,1167920000
USD,5/10/2017,1787.130005,1756.52002,1788.439941,1719.099976,1787.130005,915723008
USD,5/11/2017,1848.569946,1780.369995,1873.930054,1755.349976,1848.569946,799489984
USD,5/12/2017,1724.23999,1845.76001,1856.150024,1694.01001,1724.23999,740984000
USD,5/13/2017,1804.910034,1723.119995,1812.98999,1651.079956,1804.910034,579635008
USD,5/14/2017,1808.910034,1800.859985,1831.420044,1776.619995,1808.910034,437196000
USD,5/15/2017,1738.430054,1808.439941,1812.800049,1708.540039,1738.430054,731529024
USD,5/16/2017,1734.449951,1741.699951,1785.939941,1686.540039,1734.449951,959044992
USD,5/17/2017,1839.089966,1726.72998,1864.050049,1661.910034,1839.089966,1064729984
USD,5/18/2017,1888.650024,1818.699951,1904.47998,1807.119995,1888.650024,894321024
USD,5/19/2017,1987.709961,1897.369995,2004.52002,1890.25,1987.709961,1157289984
USD,5/20/2017,2084.72998,1984.23999,2084.72998,1974.920044,2084.72998,961336000
USD,5/21/2017,2041.199951,2067.030029,2119.080078,2037.5,2041.199951,1147859968
USD,5/22/2017,2173.399902,2043.189941,2303.899902,2017.869995,2173.399902,1942220032
USD,5/23/2017,2320.419922,2191.560059,2320.820068,2178.5,2320.419922,1378749952
USD,5/24/2017,2443.639893,2321.370117,2523.719971,2321.370117,2443.639893,1725379968
USD,5/25/2017,2304.97998,2446.23999,2763.709961,2285.300049,2304.97998,2406700032
USD,5/26/2017,2202.419922,2320.889893,2573.790039,2071.98999,2202.419922,1763480064
USD,5/27/2017,2038.869995,2196.27002,2260.199951,1855.829956,2038.869995,1700480000
USD,5/28/2017,2155.800049,2054.080078,2267.340088,2054.080078,2155.800049,1147139968
USD,5/29/2017,2255.610107,2159.429932,2307.050049,2107.169922,2255.610107,994625024
USD,5/30/2017,2175.469971,2255.360107,2301.959961,2124.570068,2175.469971,1443970048
USD,5/31/2017,2286.409912,2187.189941,2311.080078,2145.570068,2286.409912,1544829952
USD,6/1/2017,2407.879883,2288.330078,2448.389893,2288.330078,2407.879883,1653180032
USD,6/2/2017,2488.550049,2404.030029,2488.550049,2373.320068,2488.550049,1317030016
USD,6/3/2017,2515.350098,2493.719971,2581.909912,2423.570068,2515.350098,1514950016
USD,6/4/2017,2511.810059,2547.790039,2585.889893,2452.540039,2511.810059,1355120000
USD,6/5/2017,2686.810059,2512.399902,2686.810059,2510.219971,2686.810059,1369309952
USD,6/6/2017,2863.199951,2690.840088,2999.909912,2690.840088,2863.199951,2089609984
USD,6/7/2017,2732.159912,2869.379883,2869.379883,2700.560059,2732.159912,1517709952
USD,6/8/2017,2805.620117,2720.48999,2815.300049,2670.949951,2805.620117,1281170048
USD,6/9/2017,2823.810059,2807.439941,2901.709961,2795.620117,2823.810059,1348950016
USD,6/10/2017,2947.709961,2828.139893,2950.98999,2746.550049,2947.709961,2018889984
USD,6/11/2017,2958.110107,2942.409912,2996.600098,2840.530029,2958.110107,1752400000
USD,6/12/2017,2659.629883,2953.219971,2997.26001,2518.560059,2659.629883,2569530112
USD,6/13/2017,2717.02002,2680.909912,2789.040039,2650.379883,2717.02002,1781200000
USD,6/14/2017,2506.370117,2716.879883,2786.830078,2412.939941,2506.370117,1696560000
USD,6/15/2017,2464.580078,2499.580078,2534.709961,2212.959961,2464.580078,2026259968
USD,6/16/2017,2518.560059,2469.570068,2539.919922,2385.149902,2518.560059,1195190016
USD,6/17/2017,2655.879883,2514.01001,2685.189941,2484.959961,2655.879883,1534509952
USD,6/18/2017,2548.290039,2655.350098,2662.100098,2516.330078,2548.290039,1178659968
USD,6/19/2017,2589.600098,2549.030029,2662.850098,2549.030029,2589.600098,1446840064
USD,6/20/2017,2721.790039,2591.26001,2763.449951,2589.820068,2721.790039,1854189952
USD,6/21/2017,2689.100098,2709.429932,2772.01001,2660.399902,2689.100098,1626579968
USD,6/22/2017,2705.409912,2691.030029,2723.73999,2642.360107,2705.409912,1097939968
USD,6/23/2017,2744.909912,2707.340088,2765.169922,2706.370117,2744.909912,961318976
USD,6/24/2017,2608.719971,2738.52002,2757.939941,2583.189941,2608.719971,982750016
USD,6/25/2017,2589.409912,2607.25,2682.26001,2552.120117,2589.409912,1161100032
USD,6/26/2017,2478.449951,2590.570068,2615.25,2376.290039,2478.449951,1663280000
USD,6/27/2017,2552.449951,2478.449951,2552.449951,2332.98999,2552.449951,1489789952
USD,6/28/2017,2574.790039,2553.030029,2603.97998,2484.419922,2574.790039,1183869952
USD,6/29/2017,2539.320068,2567.560059,2588.830078,2510.47998,2539.320068,949979008
USD,6/30/2017,2480.840088,2539.23999,2559.25,2478.429932,2480.840088,860273024
USD,7/1/2017,2434.550049,2492.600098,2515.27002,2419.22998,2434.550049,779913984
USD,7/2/2017,2506.469971,2436.399902,2514.280029,2394.840088,2506.469971,803747008
USD,7/3/2017,2564.060059,2498.560059,2595,2480.469971,2564.060059,964112000
USD,7/4/2017,2601.639893,2561,2631.590088,2559.350098,2601.639893,985516032
USD,7/5/2017,2601.98999,2602.870117,2622.649902,2538.550049,2601.98999,941566016
USD,7/6/2017,2608.560059,2608.100098,2616.719971,2581.689941,2608.560059,761956992
USD,7/7/2017,2518.659912,2608.590088,2916.139893,2498.870117,2518.659912,917411968
USD,7/8/2017,2571.340088,2520.27002,2571.340088,2492.310059,2571.340088,733329984
USD,7/9/2017,2518.439941,2572.610107,2635.48999,2517.590088,2518.439941,527856000
USD,7/10/2017,2372.560059,2525.25,2537.159912,2321.129883,2372.560059,1111200000
USD,7/11/2017,2337.790039,2385.889893,2413.469971,2296.810059,2337.790039,1329760000
USD,7/12/2017,2398.840088,2332.77002,2423.709961,2275.139893,2398.840088,1117410048
USD,7/13/2017,2357.899902,2402.699951,2425.219971,2340.830078,2357.899902,835769984
USD,7/14/2017,2233.340088,2360.590088,2363.25,2183.219971,2233.340088,882502976
USD,7/15/2017,1998.859985,2230.120117,2231.139893,1990.410034,1998.859985,993608000
USD,7/16/2017,1929.819946,1991.97998,2058.77002,1843.030029,1929.819946,1182870016
USD,7/17/2017,2228.409912,1932.619995,2230.48999,1932.619995,2228.409912,1201760000
USD,7/18/2017,2318.879883,2233.52002,2387.610107,2164.77002,2318.879883,1512450048
USD,7/19/2017,2273.429932,2323.080078,2397.169922,2260.22998,2273.429932,1245100032
USD,7/20/2017,2817.600098,2269.889893,2900.699951,2269.889893,2817.600098,2249260032
USD,7/21/2017,2667.76001,2838.409912,2838.409912,2621.850098,2667.76001,1489449984
USD,7/22/2017,2810.120117,2668.629883,2862.419922,2657.709961,2810.120117,1177129984
USD,7/23/2017,2730.399902,2808.100098,2832.179932,2653.939941,2730.399902,1072840000
USD,7/24/2017,2754.860107,2732.699951,2777.26001,2699.189941,2754.860107,866473984
USD,7/25/2017,2576.47998,2757.5,2768.080078,2480.959961,2576.47998,1460089984
USD,7/26/2017,2529.449951,2577.77002,2610.76001,2450.800049,2529.449951,937404032
USD,7/27/2017,2671.780029,2538.709961,2693.320068,2529.340088,2671.780029,789104000
USD,7/28/2017,2809.01001,2679.72998,2897.449951,2679.72998,2809.01001,1380099968
USD,7/29/2017,2726.449951,2807.02002,2808.76001,2692.800049,2726.449951,803745984
USD,7/30/2017,2757.179932,2724.389893,2758.530029,2644.850098,2757.179932,705942976
USD,7/31/2017,2875.340088,2763.23999,2889.620117,2720.610107,2875.340088,860574976
USD,8/1/2017,2718.26001,2871.300049,2921.350098,2685.610107,2718.26001,1324669952
USD,8/2/2017,2710.669922,2727.129883,2762.530029,2668.590088,2710.669922,1094950016
USD,8/3/2017,2804.72998,2709.560059,2813.310059,2685.139893,2804.72998,804796992
USD,8/4/2017,2895.889893,2806.929932,2899.330078,2743.719971,2895.889893,1002120000
USD,8/5/2017,3252.909912,2897.629883,3290.01001,2874.830078,3252.909912,1945699968
USD,8/6/2017,3213.939941,3257.610107,3293.290039,3155.600098,3213.939941,1105030016
USD,8/7/2017,3378.939941,3212.780029,3397.679932,3180.889893,3378.939941,1482279936
USD,8/8/2017,3419.939941,3370.219971,3484.850098,3345.830078,3419.939941,1752760064
USD,8/9/2017,3342.469971,3420.399902,3422.76001,3247.669922,3342.469971,1468960000
USD,8/10/2017,3381.280029,3341.840088,3453.449951,3319.469971,3381.280029,1515110016
USD,8/11/2017,3650.620117,3373.820068,3679.719971,3372.120117,3650.620117,2021190016
USD,8/12/2017,3884.709961,3650.629883,3949.919922,3613.699951,3884.709961,2219589888
USD,8/13/2017,4073.26001,3880.040039,4208.390137,3857.800049,4073.26001,3159089920
USD,8/14/2017,4325.129883,4066.100098,4325.129883,3989.159912,4325.129883,2463089920
USD,8/15/2017,4181.930176,4326.990234,4455.970215,3906.179932,4181.930176,3258050048
USD,8/16/2017,4376.629883,4200.339844,4381.22998,3994.419922,4376.629883,2272039936
USD,8/17/2017,4331.689941,4384.439941,4484.700195,4243.709961,4331.689941,2553359872
USD,8/18/2017,4160.620117,4324.339844,4370.129883,4015.399902,4160.620117,2941710080
USD,8/19/2017,4193.700195,4137.75,4243.259766,3970.550049,4193.700195,2975820032
USD,8/20/2017,4087.659912,4189.310059,4196.290039,4069.879883,4087.659912,2109769984
USD,8/21/2017,4001.73999,4090.47998,4109.140137,3988.600098,4001.73999,2800890112
USD,8/22/2017,4100.52002,3998.350098,4128.759766,3674.580078,4100.52002,3764239872
USD,8/23/2017,4151.52002,4089.01001,4255.779785,4078.409912,4151.52002,2369819904
USD,8/24/2017,4334.680176,4137.600098,4376.390137,4130.259766,4334.680176,2037750016
USD,8/25/2017,4371.600098,4332.819824,4455.700195,4307.350098,4371.600098,1727970048
